,text,aspect,label
1049,costly!,Costly!,0
3503,i.e. a knowledge hub for several content typ.,knowledge,2
2653,"The service is excellent, but most key features that are available online are missing from the app.",online,1
2888,so there is images with editable text,text,1
2451,Not able to sync offline tasks from mobile even though wifi and net connectivity is good.,offline,0
3388,app will not load and no offline viewing of notes :(,App,0
3627,I am using android phone nokia 6.1+,android,0
1497,"I have recently switched to using @notionhq for literally everything from writing, task management, project planni.",switched,2
668,"just to confirm, are you able to log in to the website?",log in,1
1840,"is middle of screen, I am trying to swipe other element the menu slides in middle, over all user can feel the lagging and inconvenience in using the app/web ,i get excited with features and set up all for work",app/web,0
3732,by getting more customer centric.,customer centric.,0
3678,"i added someone to my team to collaborate on projects, but i do not see how to share the project with them","projects,",1
2120,"hastle free services of milk, fruits and vegetables.",fruits,2
3767,"i can not get the previews to load whether its with istock videos from yur library, or my own",istock,1
584,The lack of calendar view makes the app useless on iPad.,calendar,0
3311,After the latest update the application crashes when I tap on a record.,update,0
183,"better quality of fruits and vegetables, eggs.",quality of fruits,0
2,"I get no notification, however the app is really fine",notification,0
3371,well i have been using this app until the application has started not to open and it was good,app,2
10,so i wanted to download the app.,app,0
591,"if you create a free plan like this, many people will use and it affect the quality and the speed of rending invideo.no wonder why i got problem while render and edit video",edit,0
1447,"yes, when you export your project",project,1
2756,"mabye archive is not the right word for it since it is not just a storage for used things, it is very much an alive workspace.",workspace.,2
1482,how do i resize screen?,screen?,0
3613,"evernote really struggled here, nail the cross device workflow/syncing or all the extra stuff will not matter.",device workflow/syncing,0
1915,please note that i am not hooked on to your app to check the status of delivery.,delivery,0
1562,the app is wonderful.,app,2
1737,@notionhq fast tracking in @notionhq was great for building up into 24 hour fasts.,Fast,2
2245,the seeker is gone from the project.,project.,0
565,do not allow to order in a pin code if it is a containment area and can not be delivered.,PIN code,0
463,reliability and zero delivery charges,delivery,2
3889,respond to customers issues.,customers issues.,0
2570,"perfect, i wish this app have widget to add in home screen, show what to do",widget,0
1818,"the best notes app so far what i have came across, need to improve on the task management side and device sync.",app,2
305,it acts like a app version of webpage whereas it must be a default app interface with no loading and only the user edited information changing,webpage,0
3048,The website is far far better.,website,2
2692,overall good service,service,2
437,great app for organizing notes.,app,2
139,this app can be the greatest thing,app,0
444,improve the quality of your supplies specially fruits and vegetables.,fruits,0
382,i try to stick to the notes app in my phone for urgent stuff.,phone,2
1670,"more of variety,prompt delivery and good quality",delivery,2
215,"consistently for 4 days, i did not recieve milk and i was notified in the morning that milk will not be delivered.",milk,0
754,"but, it is clearly mentioned you have to cancel the plan so that you are not charged again.",charged,0
2725,there should be prompt updates to customers on deliveries and or delays to customers make alternate plans,deliveries,0
3946,"today ,i installed the notion app",app,0
1650,hi my vidio is not downloding fast,fast,0
3502,potato quality very small n inside black,quality,0
3248,app dosnt even open and when it does its vary lagy,app,0
96,"no its per scene, as the music plays in the first scene, and for scenes 2 and 3, the video plays, as the background music volume is set it 0 now",scene,1
1185,"best wishes, richard +3 on wed, 28 apr 2021 at 18:22, community &lt;&gt; wrote: hello we are reaching out because we do not have a tax number such as a value-added tax (vat) number, or goods and services tax (gst) number on file for you, or the number we do have on file is invalid.",tax,1
3380,Card view should be implemented,Card,1
991,"if you fell in love with @notionhq as i but still wondering why desktop and mobile apps are still so slow, here is a.",desktop,0
2594,"+64  | m:  | | linkedin profile from: community &lt;&gt; sent: thursday, 29 april 2021",file,1
1707,I would like more features from desktop in iOS however,iOS,0
